Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,2,"2,700",90 - 100,"900 - 1,000",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"3,600",120 - 130,"1,300 - 1,400",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"3,400",120 - 130,"1,300 - 1,400",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"3,700",120 - 130,"1,300 - 1,400",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"3,500",120 - 130,"1,300 - 1,400",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"5,200",160 - 170,"1,700 - 1,800",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,2,"2,500",70 - 80,800 - 900,Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"3,800",120 - 130,"1,300 - 1,400",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"5,000",160 - 170,"1,800 - 1,900",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"4,200",160 - 170,"1,800 - 1,900",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"4,400",160 - 170,"1,700 - 1,800",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,2,"2,650",90 - 100,"1,000 - 1,100",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,3,"3,700",120 - 130,"1,300 - 1,400",Jun 2019
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-landed Properties,2,"2,500",90 - 100,"900 - 1,000",Jun 2019
MARGATE POINT,MARGATE ROAD,15,Non-landed Properties,3,"3,000",110 - 120,"1,200 - 1,300",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,3,"8,000",150 - 160,"1,600 - 1,700",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,1,"4,700",70 - 80,700 - 800,Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,1,"3,800",60 - 70,700 - 800,Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,3,"9,600",180 - 190,"1,900 - 2,000",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,3,"8,047",150 - 160,"1,600 - 1,700",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,3,"11,100",180 - 190,"1,900 - 2,000",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,2,"6,600",90 - 100,"1,000 - 1,100",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,1,"4,700",60 - 70,700 - 800,Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,2,"6,900",90 - 100,"1,000 - 1,100",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,1,"4,700",70 - 80,700 - 800,Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,2,"6,000",90 - 100,"1,000 - 1,100",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,1,"4,400",60 - 70,700 - 800,Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,3,"8,350",150 - 160,"1,600 - 1,700",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,2,"6,700",100 - 110,"1,100 - 1,200",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,1,"4,150",60 - 70,700 - 800,Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,1,"4,100",60 - 70,700 - 800,Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,2,"6,700",90 - 100,"1,000 - 1,100",Jun 2019
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-landed Properties,2,"6,200",100 - 110,"1,100 - 1,200",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,4,"10,500",250 - 260,"2,600 - 2,700",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,3,"7,000",140 - 150,"1,500 - 1,600",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,4,"12,500",240 - 250,"2,600 - 2,700",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,3,"6,900",140 - 150,"1,500 - 1,600",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,3,"6,500",140 - 150,"1,500 - 1,600",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,3,"7,200",140 - 150,"1,500 - 1,600",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,3,"7,250",150 - 160,"1,600 - 1,700",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,3,"6,900",150 - 160,"1,600 - 1,700",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,4,"11,000",250 - 260,"2,600 - 2,700",Jun 2019
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-landed Properties,3,"7,100",140 - 150,"1,500 - 1,600",Jun 2019
MARINA COLLECTION,COVE DRIVE,04,Non-landed Properties,4,"8,000",200 - 210,"2,100 - 2,200",Jun 2019
MARINA COLLECTION,COVE DRIVE,04,Non-landed Properties,4,"7,500",200 - 210,"2,100 - 2,200",Jun 2019
MARINA ONE RESIDENCES,MARINA WAY,01,Non-landed Properties,1,"4,800",60 - 70,700 - 800,Jun 2019
MARINA ONE RESIDENCES,MARINA WAY,01,Non-landed Properties,3,"8,000",140 - 150,"1,500 - 1,600",Jun 2019
MARINA ONE RESIDENCES,MARINA WAY,01,Non-landed Properties,1,"3,800",60 - 70,600 - 700,Jun 2019
MARINA ONE RESIDENCES,MARINA WAY,01,Non-landed Properties,1,"3,700",60 - 70,600 - 700,Jun 2019
MARINA ONE RESIDENCES,MARINA WAY,01,Non-landed Properties,1,"3,400",60 - 70,600 - 700,Jun 2019
MARINA ONE RESIDENCES,MARINA WAY,01,Non-landed Properties,1,"4,300",60 - 70,600 - 700,Jun 2019
MARINA ONE RESIDENCES,MARINA WAY,01,Non-landed Properties,2,"5,200",100 - 110,"1,100 - 1,200",Jun 2019
MARINA ONE RESIDENCES,MARINA WAY,01,Non-landed Properties,2,"5,700",100 - 110,"1,100 - 1,200",Jun 2019
MARINE BLUE,MARINE PARADE ROAD,15,Non-landed Properties,1,"3,500",60 - 70,600 - 700,Jun 2019
MARINE BLUE,MARINE PARADE ROAD,15,Non-landed Properties,1,"2,500",50 - 60,600 - 700,Jun 2019
MARINE BLUE,MARINE PARADE ROAD,15,Non-landed Properties,1,"2,700",50 - 60,600 - 700,Jun 2019
MARINE MEADOWS,MARINE PARADE,15,Non-landed Properties,NA,"2,900",130 - 140,"1,400 - 1,500",Jun 2019
MARINE VIEW MANSIONS,MARINE PARADE,15,Non-landed Properties,NA,"4,200",180 - 190,"1,900 - 2,000",Jun 2019
MARINE VILLE,MARINE PARADE,15,Non-landed Properties,3,"2,900",100 - 110,"1,100 - 1,200",Jun 2019
MARTIA 8,MARTIA ROAD,15,Non-landed Properties,3,"3,500",110 - 120,"1,200 - 1,300",Jun 2019
MARTIN EDGE,MARTIN ROAD,09,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Jun 2019
MARTIN NO 38,MARTIN ROAD,09,Non-landed Properties,1,"5,000",90 - 100,"900 - 1,000",Jun 2019
MARTIN PLACE RESIDENCES,MARTIN PLACE,09,Non-landed Properties,4,"8,200",170 - 180,"1,800 - 1,900",Jun 2019
MARTIN PLACE RESIDENCES,MARTIN PLACE,09,Non-landed Properties,3,"7,900",160 - 170,"1,700 - 1,800",Jun 2019
MARTIN PLACE RESIDENCES,MARTIN PLACE,09,Non-landed Properties,3,"7,900",160 - 170,"1,700 - 1,800",Jun 2019
MARTIN PLACE RESIDENCES,MARTIN PLACE,09,Non-landed Properties,2,"5,400",90 - 100,"1,000 - 1,100",Jun 2019
MARTIN PLACE RESIDENCES,MARTIN PLACE,09,Non-landed Properties,2,"5,300",90 - 100,"1,000 - 1,100",Jun 2019
MARTIN PLACE RESIDENCES,MARTIN PLACE,09,Non-landed Properties,3,"6,300",130 - 140,"1,400 - 1,500",Jun 2019
MARTIN PLACE RESIDENCES,MARTIN PLACE,09,Non-landed Properties,1,"4,000",50 - 60,500 - 600,Jun 2019
MARYMOUNT VIEW,PEMIMPIN DRIVE,20,Non-landed Properties,2,"2,300",70 - 80,700 - 800,Jun 2019
MATLOCK RESIDENCES,MATLOCK RISE,13,Detached House,NA,"6,066",320 - 330,"3,400 - 3,500",Jun 2019
MAYA,STILL ROAD,15,Non-landed Properties,2,"2,600",80 - 90,800 - 900,Jun 2019
MAYFAIR PARK,JALAN BINGKA,21,Non-landed Properties,NA,"1,750",70 - 80,800 - 900,Jun 2019
MAYFLOWER VILLE,MAYFLOWER CRESCENT,20,Semi-Detached House,NA,"4,000",130 - 140,"1,400 - 1,500",Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,2,"2,050",80 - 90,800 - 900,Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,2,"2,150",70 - 80,700 - 800,Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,2,"1,900",80 - 90,800 - 900,Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,3,"2,500",110 - 120,"1,200 - 1,300",Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,3,"2,550",110 - 120,"1,200 - 1,300",Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,2,"2,000",70 - 80,700 - 800,Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,2,"2,100",80 - 90,800 - 900,Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,3,"2,550",110 - 120,"1,200 - 1,300",Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,2,"1,850",70 - 80,700 - 800,Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,3,"2,400",110 - 120,"1,200 - 1,300",Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,3,"2,700",110 - 120,"1,200 - 1,300",Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,2,"2,200",70 - 80,700 - 800,Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,2,"2,300",70 - 80,700 - 800,Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,3,"2,450",110 - 120,"1,200 - 1,300",Jun 2019
MAYSPRINGS,PETIR ROAD,23,Non-landed Properties,2,"1,950",70 - 80,700 - 800,Jun 2019
MCMAHON PARK,JALAN JELITA,10,Semi-Detached House,NA,"6,650",220 - 230,"2,300 - 2,400",Jun 2019
MEADOWLODGE,CHUN TIN ROAD,21,Non-landed Properties,3,"3,000",120 - 130,"1,300 - 1,400",Jun 2019
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-landed Properties,2,"2,150",80 - 90,"900 - 1,000",Jun 2019
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-landed Properties,3,"2,800",110 - 120,"1,200 - 1,300",Jun 2019
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-landed Properties,1,"1,800",50 - 60,600 - 700,Jun 2019
MEIER SUITES,MARGATE ROAD,15,Non-landed Properties,3,"7,000",310 - 320,"3,300 - 3,400",Jun 2019
MELINIA COURT,LORONG M TELOK KURAU,15,Non-landed Properties,2,"2,750",100 - 110,"1,100 - 1,200",Jun 2019
MELOSA,LORONG 28 GEYLANG,14,Non-landed Properties,1,"2,000",50 - 60,500 - 600,Jun 2019
MELOSA,LORONG 28 GEYLANG,14,Non-landed Properties,2,"1,800",40 - 50,500 - 600,Jun 2019
MELOSA,LORONG 28 GEYLANG,14,Non-landed Properties,2,"1,850",40 - 50,500 - 600,Jun 2019
MELROSE PARK,KELLOCK ROAD,10,Non-landed Properties,3,"5,000",120 - 130,"1,300 - 1,400",Jun 2019
MELROSE PARK,KELLOCK ROAD,10,Non-landed Properties,3,"5,400",140 - 150,"1,500 - 1,600",Jun 2019
MELROSE PARK,KELLOCK ROAD,10,Non-landed Properties,3,"5,500",140 - 150,"1,500 - 1,600",Jun 2019
MELROSE PARK,KELLOCK ROAD,10,Non-landed Properties,3,"4,800",140 - 150,"1,500 - 1,600",Jun 2019
MELROSE VILLE,ROSE LANE,15,Non-landed Properties,1,"1,800",40 - 50,500 - 600,Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"2,200",90 - 100,"1,000 - 1,100",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,350",100 - 110,"1,000 - 1,100",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"2,600",100 - 110,"1,000 - 1,100",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"2,550",120 - 130,"1,300 - 1,400",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,200",90 - 100,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,200",90 - 100,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,200",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"3,200",130 - 140,"1,400 - 1,500",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,300",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,400",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,300",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"2,600",120 - 130,"1,300 - 1,400",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,100",90 - 100,"1,000 - 1,100",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,300",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"3,000",120 - 130,"1,300 - 1,400",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,300",90 - 100,"1,000 - 1,100",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,300",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"3,100",120 - 130,"1,300 - 1,400",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,100",90 - 100,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,500",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,300",90 - 100,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"2,600",100 - 110,"1,100 - 1,200",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,500",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,400",90 - 100,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,400",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"2,550",100 - 110,"1,100 - 1,200",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"2,500",90 - 100,"1,000 - 1,100",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,2,"2,300",80 - 90,"900 - 1,000",Jun 2019
MELVILLE PARK,SIMEI STREET 1,18,Non-landed Properties,3,"2,600",110 - 120,"1,200 - 1,300",Jun 2019
MENDON SPRING,PASIR PANJANG ROAD,05,Non-landed Properties,2,"2,550",90 - 100,"1,000 - 1,100",Jun 2019
MENDON SPRING,PASIR PANJANG ROAD,05,Non-landed Properties,2,"2,700",90 - 100,"1,000 - 1,100",Jun 2019
MERA SPRINGS,CARLISLE ROAD,08,Non-landed Properties,3,"3,900",120 - 130,"1,200 - 1,300",Jun 2019
MERA SPRINGS,CARLISLE ROAD,08,Non-landed Properties,3,"3,600",120 - 130,"1,200 - 1,300",Jun 2019
MERA SPRINGS,CARLISLE ROAD,08,Non-landed Properties,3,"3,700",110 - 120,"1,200 - 1,300",Jun 2019
MERA SPRINGS,CARLISLE ROAD,08,Non-landed Properties,3,"3,850",120 - 130,"1,200 - 1,300",Jun 2019
MERA SPRINGS,CARLISLE ROAD,08,Non-landed Properties,3,"3,700",120 - 130,"1,200 - 1,300",Jun 2019
MERA TERRACE,SEAGULL WALK,16,Terrace House,NA,"3,700",210 - 220,"2,300 - 2,400",Jun 2019
MERALODGE,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,800",150 - 160,"1,700 - 1,800",Jun 2019
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-landed Properties,3,"4,650",100 - 110,"1,000 - 1,100",Jun 2019
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-landed Properties,2,"3,900",70 - 80,800 - 900,Jun 2019
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-landed Properties,2,"4,300",70 - 80,800 - 900,Jun 2019
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-landed Properties,3,"4,500",90 - 100,"1,000 - 1,100",Jun 2019
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-landed Properties,2,"4,000",70 - 80,800 - 900,Jun 2019
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-landed Properties,3,"4,600",90 - 100,"1,000 - 1,100",Jun 2019
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-landed Properties,3,"4,900",100 - 110,"1,100 - 1,200",Jun 2019
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-landed Properties,3,"5,400",90 - 100,"1,000 - 1,100",Jun 2019
MERAWOODS,HILLVIEW AVENUE,23,Non-landed Properties,2,"2,200",90 - 100,"1,000 - 1,100",Jun 2019
MERAWOODS,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,500",120 - 130,"1,300 - 1,400",Jun 2019
MERAWOODS,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,400",120 - 130,"1,300 - 1,400",Jun 2019
MERAWOODS,HILLVIEW AVENUE,23,Non-landed Properties,2,"2,350",100 - 110,"1,100 - 1,200",Jun 2019
METRO LOFT,LORONG 27 GEYLANG,14,Non-landed Properties,1,"1,900",30 - 40,300 - 400,Jun 2019
METRO LOFT,LORONG 27 GEYLANG,14,Non-landed Properties,1,"1,900",40 - 50,400 - 500,Jun 2019
METRO LOFT,LORONG 27 GEYLANG,14,Non-landed Properties,1,"1,800",30 - 40,300 - 400,Jun 2019
METRO LOFT,LORONG 27 GEYLANG,14,Non-landed Properties,1,"1,850",30 - 40,300 - 400,Jun 2019
MEYER PARK,MEYER ROAD,15,Non-landed Properties,3,"3,700",160 - 170,"1,700 - 1,800",Jun 2019
MEYER RESIDENCE,MEYER PLACE,15,Non-landed Properties,3,"3,000",100 - 110,"1,100 - 1,200",Jun 2019
MI CASA,CHOA CHU KANG AVENUE 3,23,Non-landed Properties,2,"2,550",90 - 100,"900 - 1,000",Jun 2019
MI CASA,CHOA CHU KANG AVENUE 3,23,Non-landed Properties,3,"2,700",120 - 130,"1,300 - 1,400",Jun 2019
MIAPLACE,ARTHUR ROAD,15,Non-landed Properties,3,"3,600",120 - 130,"1,300 - 1,400",Jun 2019
MIAPLACE,ARTHUR ROAD,15,Non-landed Properties,3,"3,550",120 - 130,"1,300 - 1,400",Jun 2019
MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,19,Non-landed Properties,2,"2,200",50 - 60,600 - 700,Jun 2019
MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,19,Non-landed Properties,2,"2,200",60 - 70,600 - 700,Jun 2019
MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,19,Non-landed Properties,2,"2,500",70 - 80,800 - 900,Jun 2019
MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,19,Non-landed Properties,2,"2,200",60 - 70,600 - 700,Jun 2019
MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,19,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jun 2019
MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,19,Non-landed Properties,1,"1,900",40 - 50,400 - 500,Jun 2019
MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,19,Non-landed Properties,1,"1,400",40 - 50,400 - 500,Jun 2019
MILFORD VILLAS,LORONG SELANGAT,13,Terrace House,NA,"4,300",250 - 260,"2,700 - 2,800",Jun 2019
MILL CREEK,LORONG MARZUKI,14,Non-landed Properties,2,"2,400",90 - 100,"1,000 - 1,100",Jun 2019
MILL POINT,ZION CLOSE,10,Non-landed Properties,2,"3,500",80 - 90,800 - 900,Jun 2019
MILL POINT,ZION CLOSE,10,Non-landed Properties,1,"2,200",40 - 50,500 - 600,Jun 2019
MILLAGE,CHANGI ROAD,14,Non-landed Properties,2,"2,500",80 - 90,"900 - 1,000",Jun 2019
MILLAGE,CHANGI ROAD,14,Non-landed Properties,2,"1,800",40 - 50,500 - 600,Jun 2019
MILLAGE,CHANGI ROAD,14,Non-landed Properties,1,"2,150",40 - 50,400 - 500,Jun 2019
MIMOSA PARK,MIMOSA CRESCENT,28,Terrace House,NA,"4,400",210 - 220,"2,300 - 2,400",Jun 2019
MIMOSA PARK,MIMOSA ROAD,28,Non-landed Properties,4,"3,500",150 - 160,"1,600 - 1,700",Jun 2019
MIMOSA PARK,MIMOSA ROAD,28,Non-landed Properties,4,"3,300",170 - 180,"1,800 - 1,900",Jun 2019
MIMOSA VILLAS,MIMOSA WALK,28,Semi-Detached House,NA,"4,700",290 - 300,"3,100 - 3,200",Jun 2019
MING TECK PARK,MING TECK PARK,10,Terrace House,NA,"13,800",470 - 480,"5,100 - 5,200",Jun 2019
MING TECK PARK,MING TECK PARK,10,Terrace House,NA,"4,500",110 - 120,"1,200 - 1,300",Jun 2019
MINT RESIDENCES @ JANSEN,JANSEN ROAD,19,Non-landed Properties,3,"2,400",100 - 110,"1,100 - 1,200",Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"3,500",120 - 130,"1,300 - 1,400",Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"5,000",160 - 170,"1,700 - 1,800",Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,1,"2,350",50 - 60,500 - 600,Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,1,"2,400",50 - 60,500 - 600,Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"3,900",160 - 170,"1,700 - 1,800",Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"4,200",120 - 130,"1,300 - 1,400",Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"3,800",110 - 120,"1,200 - 1,300",Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"4,700",160 - 170,"1,700 - 1,800",Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"4,300",120 - 130,"1,300 - 1,400",Jun 2019
MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"3,950",110 - 120,"1,200 - 1,300",Jun 2019
MIRO,LINCOLN ROAD,11,Non-landed Properties,2,"4,800",110 - 120,"1,200 - 1,300",Jun 2019
MIRO,LINCOLN ROAD,11,Non-landed Properties,2,"4,300",110 - 120,"1,200 - 1,300",Jun 2019
MIRO,LINCOLN ROAD,11,Non-landed Properties,4,"8,800",230 - 240,"2,400 - 2,500",Jun 2019
MIRO,LINCOLN ROAD,11,Non-landed Properties,2,"4,200",110 - 120,"1,200 - 1,300",Jun 2019
MISTRAL PARK,JALAN ANGIN LAUT,16,Semi-Detached House,NA,"5,095",300 - 310,"3,200 - 3,300",Jun 2019
MODA,EAST COAST ROAD,15,Non-landed Properties,2,"3,400",90 - 100,"900 - 1,000",Jun 2019
MODA,EAST COAST ROAD,15,Non-landed Properties,2,"3,500",90 - 100,"900 - 1,000",Jun 2019
MODA,EAST COAST ROAD,15,Non-landed Properties,2,"2,450",60 - 70,600 - 700,Jun 2019
MODA,EAST COAST ROAD,15,Non-landed Properties,2,"3,300",90 - 100,"900 - 1,000",Jun 2019
MODA,EAST COAST ROAD,15,Non-landed Properties,2,"2,800",70 - 80,700 - 800,Jun 2019
MODA,EAST COAST ROAD,15,Non-landed Properties,2,"3,200",90 - 100,"900 - 1,000",Jun 2019
MODENA,SIMEI STREET 4,18,Non-landed Properties,2,"2,600",80 - 90,800 - 900,Jun 2019
MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,500",120 - 130,"1,300 - 1,400",Jun 2019
MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,600",120 - 130,"1,300 - 1,400",Jun 2019
MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,350",130 - 140,"1,400 - 1,500",Jun 2019
MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,800",120 - 130,"1,300 - 1,400",Jun 2019
MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"3,650",80 - 90,"900 - 1,000",Jun 2019
MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,3,"5,900",120 - 130,"1,300 - 1,400",Jun 2019
MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,1,"2,700",50 - 60,600 - 700,Jun 2019
MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"5,500",120 - 130,"1,300 - 1,400",Jun 2019
MONARCHY APARTMENTS,MANDALAY ROAD,11,Non-landed Properties,3,"2,900",100 - 110,"1,100 - 1,200",Jun 2019
MONTEBLEU,MINBU ROAD,11,Non-landed Properties,3,"3,900",100 - 110,"1,100 - 1,200",Jun 2019
MONTEBLEU,MINBU ROAD,11,Non-landed Properties,2,"3,200",70 - 80,800 - 900,Jun 2019
MONTEBLEU,MINBU ROAD,11,Non-landed Properties,2,"3,000",70 - 80,800 - 900,Jun 2019
MONTEBLEU,MINBU ROAD,11,Non-landed Properties,1,"2,100",50 - 60,500 - 600,Jun 2019
MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"3,500",120 - 130,"1,300 - 1,400",Jun 2019
