Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-landed Properties,3,"3,800",130 - 140,"1,400 - 1,500",Apr 2019
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-landed Properties,2,"2,400",90 - 100,"900 - 1,000",Apr 2019
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Apr 2019
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Apr 2019
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-landed Properties,3,"4,000",130 - 140,"1,400 - 1,500",Apr 2019
THE PARK VALE,PARK VALE,11,Non-landed Properties,NA,"3,100",100 - 110,"1,100 - 1,200",Apr 2019
THE PATERSON,PATERSON ROAD,09,Non-landed Properties,2,"4,800",90 - 100,"1,000 - 1,100",Apr 2019
THE PATERSON,PATERSON ROAD,09,Non-landed Properties,3,"5,300",110 - 120,"1,200 - 1,300",Apr 2019
THE PATERSON,PATERSON ROAD,09,Non-landed Properties,2,"5,300",90 - 100,"1,000 - 1,100",Apr 2019
THE PATERSON EDGE,PATERSON ROAD,09,Non-landed Properties,2,"4,000",90 - 100,"900 - 1,000",Apr 2019
THE PATERSON EDGE,PATERSON ROAD,09,Non-landed Properties,2,"4,500",90 - 100,"1,000 - 1,100",Apr 2019
THE PATERSON EDGE,PATERSON ROAD,09,Non-landed Properties,2,"4,000",90 - 100,"900 - 1,000",Apr 2019
THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,09,Non-landed Properties,1,"3,100",50 - 60,500 - 600,Apr 2019
THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,09,Non-landed Properties,1,"2,600",40 - 50,500 - 600,Apr 2019
THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,09,Non-landed Properties,1,"3,150",50 - 60,500 - 600,Apr 2019
THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,09,Non-landed Properties,1,"2,800",60 - 70,600 - 700,Apr 2019
THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,09,Non-landed Properties,1,"2,400",40 - 50,500 - 600,Apr 2019
THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,09,Non-landed Properties,2,"3,300",80 - 90,"900 - 1,000",Apr 2019
THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,09,Non-landed Properties,2,"4,000",70 - 80,800 - 900,Apr 2019
THE PEAK@BALMEG,BALMEG HILL,05,Non-landed Properties,2,"3,300",90 - 100,"900 - 1,000",Apr 2019
THE PEAK@BALMEG,BALMEG HILL,05,Non-landed Properties,3,"4,200",140 - 150,"1,500 - 1,600",Apr 2019
THE PEAK@BALMEG,BALMEG HILL,05,Non-landed Properties,3,"4,300",140 - 150,"1,500 - 1,600",Apr 2019
THE PEAK@BALMEG,BALMEG HILL,05,Non-landed Properties,3,"4,300",140 - 150,"1,500 - 1,600",Apr 2019
THE PEAK@BALMEG,BALMEG HILL,05,Non-landed Properties,2,"3,700",110 - 120,"1,200 - 1,300",Apr 2019
THE PEAK@BALMEG,BALMEG HILL,05,Non-landed Properties,3,"4,500",140 - 150,"1,500 - 1,600",Apr 2019
THE PEAK@BALMEG,BALMEG HILL,05,Non-landed Properties,3,"4,800",140 - 150,"1,500 - 1,600",Apr 2019
THE PEAK@BALMEG,BALMEG HILL,05,Non-landed Properties,5,"7,000",230 - 240,"2,500 - 2,600",Apr 2019
THE PEAK@BALMEG,BALMEG HILL,05,Non-landed Properties,3,"5,000",140 - 150,"1,500 - 1,600",Apr 2019
THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,04,Non-landed Properties,3,"3,800",100 - 110,"1,100 - 1,200",Apr 2019
THE PETALS,HILLVIEW AVENUE,23,Non-landed Properties,3,"3,300",100 - 110,"1,000 - 1,100",Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"5,300",70 - 80,800 - 900,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"5,700",80 - 90,"900 - 1,000",Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,1,"3,600",50 - 60,500 - 600,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"6,500",80 - 90,800 - 900,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"4,800",70 - 80,700 - 800,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,1,"3,600",50 - 60,500 - 600,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"5,000",70 - 80,800 - 900,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"5,200",70 - 80,800 - 900,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"5,650",80 - 90,"900 - 1,000",Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,1,"3,696",50 - 60,600 - 700,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"4,800",70 - 80,800 - 900,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,1,"3,800",50 - 60,600 - 700,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,1,"3,200",50 - 60,600 - 700,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"5,400",70 - 80,700 - 800,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,1,"3,400",50 - 60,600 - 700,Apr 2019
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-landed Properties,2,"5,750",80 - 90,"900 - 1,000",Apr 2019
THE PLAZA,BEACH ROAD,07,Non-landed Properties,1,"2,450",60 - 70,600 - 700,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,600",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",40 - 50,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,350",50 - 60,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,400",70 - 80,700 - 800,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,900",70 - 80,800 - 900,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"1,900",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,700",70 - 80,800 - 900,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,4,"4,800",130 - 140,"1,400 - 1,500",Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"4,300",110 - 120,"1,100 - 1,200",Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,450",50 - 60,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",50 - 60,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,400",70 - 80,800 - 900,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",40 - 50,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,400",70 - 80,800 - 900,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,150",40 - 50,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,500",70 - 80,800 - 900,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,200",70 - 80,800 - 900,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,600",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,750",50 - 60,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,150",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,500",70 - 80,700 - 800,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,500",50 - 60,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,600",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,150",70 - 80,800 - 900,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,800",70 - 80,700 - 800,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,250",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,000",70 - 80,700 - 800,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,250",50 - 60,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,800",70 - 80,800 - 900,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",50 - 60,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",50 - 60,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,600",50 - 60,500 - 600,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,050",40 - 50,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"1,950",30 - 40,400 - 500,Apr 2019
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,250",30 - 40,400 - 500,Apr 2019
THE PRINCETON,EWE BOON ROAD,10,Non-landed Properties,3,"2,700",100 - 110,"1,000 - 1,100",Apr 2019
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,750",40 - 50,400 - 500,Apr 2019
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Apr 2019
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Apr 2019
THE QUARTZ,COMPASSVALE BOW,19,Non-landed Properties,NA,"2,600",90 - 100,"1,000 - 1,100",Apr 2019
THE QUARTZ,COMPASSVALE BOW,19,Non-landed Properties,NA,"2,600",100 - 110,"1,100 - 1,200",Apr 2019
THE QUARTZ,COMPASSVALE BOW,19,Non-landed Properties,NA,"2,650",90 - 100,"1,000 - 1,100",Apr 2019
THE QUARTZ,COMPASSVALE BOW,19,Non-landed Properties,4,"3,500",230 - 240,"2,500 - 2,600",Apr 2019
THE QUARTZ,COMPASSVALE BOW,19,Non-landed Properties,3,"2,750",110 - 120,"1,200 - 1,300",Apr 2019
THE QUARTZ,COMPASSVALE BOW,19,Non-landed Properties,3,"3,000",130 - 140,"1,400 - 1,500",Apr 2019
THE QUARTZ,COMPASSVALE BOW,19,Non-landed Properties,3,"3,000",120 - 130,"1,300 - 1,400",Apr 2019
THE QUARTZ,COMPASSVALE BOW,19,Non-landed Properties,3,"2,700",100 - 110,"1,100 - 1,200",Apr 2019
THE QUAYSIDE,ROBERTSON QUAY,09,Non-landed Properties,2,"4,200",100 - 110,"1,100 - 1,200",Apr 2019
THE QUAYSIDE,ROBERTSON QUAY,09,Non-landed Properties,2,"3,900",100 - 110,"1,100 - 1,200",Apr 2019
THE QUAYSIDE,ROBERTSON QUAY,09,Non-landed Properties,3,"5,000",120 - 130,"1,300 - 1,400",Apr 2019
THE QUAYSIDE,ROBERTSON QUAY,09,Non-landed Properties,3,"6,000",150 - 160,"1,600 - 1,700",Apr 2019
THE QUINN,BARTLEY ROAD,19,Non-landed Properties,2,"2,300",70 - 80,700 - 800,Apr 2019
THE QUINN,BARTLEY ROAD,19,Non-landed Properties,1,"2,300",50 - 60,500 - 600,Apr 2019
THE QUINN,BARTLEY ROAD,19,Non-landed Properties,1,"2,100",50 - 60,500 - 600,Apr 2019
THE QUINN,BARTLEY ROAD,19,Non-landed Properties,1,"2,100",50 - 60,500 - 600,Apr 2019
THE QUINN,BARTLEY ROAD,19,Non-landed Properties,1,"1,900",40 - 50,400 - 500,Apr 2019
THE QUINN,BARTLEY ROAD,19,Non-landed Properties,1,"2,250",40 - 50,400 - 500,Apr 2019
THE QUINTET,CHOA CHU KANG STREET 64,23,Executive Condominium,3,"2,200",110 - 120,"1,200 - 1,300",Apr 2019
THE QUINTET,CHOA CHU KANG STREET 64,23,Executive Condominium,4,"4,500",170 - 180,"1,800 - 1,900",Apr 2019
THE QUINTET,CHOA CHU KANG STREET 64,23,Executive Condominium,3,"2,450",110 - 120,"1,100 - 1,200",Apr 2019
THE RAINTREE,BUKIT DRIVE,21,Non-landed Properties,3,"3,100",110 - 120,"1,100 - 1,200",Apr 2019
THE RAINTREE,BUKIT DRIVE,21,Non-landed Properties,3,"3,000",110 - 120,"1,100 - 1,200",Apr 2019
THE RAINTREE,BUKIT DRIVE,21,Non-landed Properties,3,"3,075",110 - 120,"1,100 - 1,200",Apr 2019
THE RAINTREE,BUKIT DRIVE,21,Non-landed Properties,2,"2,900",90 - 100,"1,000 - 1,100",Apr 2019
THE RED HOUSE,EAST COAST ROAD,15,Non-landed Properties,1,"2,200",70 - 80,800 - 900,Apr 2019
THE RED HOUSE,EAST COAST ROAD,15,Non-landed Properties,1,"2,300",80 - 90,"900 - 1,000",Apr 2019
THE REGALIA,RIVER VALLEY CLOSE,09,Non-landed Properties,3,"3,700",100 - 110,"1,100 - 1,200",Apr 2019
THE REGALIA,RIVER VALLEY CLOSE,09,Non-landed Properties,3,"3,800",100 - 110,"1,100 - 1,200",Apr 2019
THE REGALIA,RIVER VALLEY CLOSE,09,Non-landed Properties,3,"3,700",100 - 110,"1,100 - 1,200",Apr 2019
THE REGALIA,RIVER VALLEY CLOSE,09,Non-landed Properties,3,"3,500",100 - 110,"1,100 - 1,200",Apr 2019
THE REGALIA,RIVER VALLEY CLOSE,09,Non-landed Properties,3,"4,200",100 - 110,"1,100 - 1,200",Apr 2019
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,03,Non-landed Properties,2,"4,300",80 - 90,"900 - 1,000",Apr 2019
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,03,Non-landed Properties,4,"5,900",150 - 160,"1,600 - 1,700",Apr 2019
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,03,Non-landed Properties,2,"4,000",80 - 90,"900 - 1,000",Apr 2019
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,03,Non-landed Properties,3,"5,500",110 - 120,"1,200 - 1,300",Apr 2019
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,03,Non-landed Properties,4,"6,500",150 - 160,"1,600 - 1,700",Apr 2019
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,03,Non-landed Properties,3,"5,200",110 - 120,"1,200 - 1,300",Apr 2019
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,04,Non-landed Properties,2,"5,825",110 - 120,"1,200 - 1,300",Apr 2019
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,04,Non-landed Properties,3,"8,100",180 - 190,"1,900 - 2,000",Apr 2019
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,04,Non-landed Properties,3,"9,170",150 - 160,"1,600 - 1,700",Apr 2019
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,04,Non-landed Properties,4,"14,000",360 - 370,"3,900 - 4,000",Apr 2019
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,04,Non-landed Properties,4,"9,200",190 - 200,"2,100 - 2,200",Apr 2019
THE RICHMOND,ST. MICHAEL'S ROAD,12,Non-landed Properties,3,"2,700",110 - 120,"1,200 - 1,300",Apr 2019
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-landed Properties,3,"3,750",70 - 80,800 - 900,Apr 2019
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-landed Properties,1,"2,600",40 - 50,400 - 500,Apr 2019
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-landed Properties,2,"3,400",50 - 60,600 - 700,Apr 2019
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-landed Properties,2,"3,800",60 - 70,600 - 700,Apr 2019
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-landed Properties,3,"2,000",70 - 80,800 - 900,Apr 2019
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,CAIRNHILL ROAD,09,Non-landed Properties,3,"15,000",260 - 270,"2,800 - 2,900",Apr 2019
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,CAIRNHILL ROAD,09,Non-landed Properties,3,"13,500",260 - 270,"2,800 - 2,900",Apr 2019
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3,"2,600",120 - 130,"1,300 - 1,400",Apr 2019
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3,"2,500",110 - 120,"1,200 - 1,300",Apr 2019
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3,"2,550",120 - 130,"1,300 - 1,400",Apr 2019
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3,"2,650",120 - 130,"1,300 - 1,400",Apr 2019
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3,"2,600",120 - 130,"1,200 - 1,300",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"5,400",120 - 130,"1,300 - 1,400",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"5,200",110 - 120,"1,200 - 1,300",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"4,800",120 - 130,"1,300 - 1,400",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,3,"6,700",170 - 180,"1,800 - 1,900",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"4,950",120 - 130,"1,300 - 1,400",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,1,"3,200",100 - 110,"1,100 - 1,200",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,3,"7,000",170 - 180,"1,800 - 1,900",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,3,"6,100",150 - 160,"1,700 - 1,800",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"5,300",110 - 120,"1,200 - 1,300",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"5,300",110 - 120,"1,200 - 1,300",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"5,000",110 - 120,"1,200 - 1,300",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,3,"6,900",150 - 160,"1,700 - 1,800",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"5,590",120 - 130,"1,300 - 1,400",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"4,600",120 - 130,"1,300 - 1,400",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"5,300",110 - 120,"1,200 - 1,300",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,1,"3,500",80 - 90,800 - 900,Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"5,200",110 - 120,"1,200 - 1,300",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"4,450",110 - 120,"1,200 - 1,300",Apr 2019
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-landed Properties,2,"5,400",120 - 130,"1,300 - 1,400",Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,3,"5,300",120 - 130,"1,300 - 1,400",Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,2,"4,550",80 - 90,800 - 900,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,3,"7,500",180 - 190,"1,900 - 2,000",Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"2,900",50 - 60,500 - 600,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,3,"5,550",110 - 120,"1,100 - 1,200",Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,600",50 - 60,500 - 600,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,800",60 - 70,600 - 700,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,000",50 - 60,600 - 700,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,2,"4,000",80 - 90,800 - 900,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,500",50 - 60,600 - 700,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,700",50 - 60,600 - 700,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,2,"4,000",80 - 90,800 - 900,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,750",60 - 70,600 - 700,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,000",50 - 60,600 - 700,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,2,"6,800",80 - 90,800 - 900,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,2,"4,180",80 - 90,800 - 900,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,2,"5,500",80 - 90,800 - 900,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,200",50 - 60,600 - 700,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,4,"8,200",190 - 200,"2,100 - 2,200",Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,2,"4,300",80 - 90,800 - 900,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,350",60 - 70,600 - 700,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,2,"4,000",80 - 90,800 - 900,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,3,"5,000",110 - 120,"1,100 - 1,200",Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,1,"3,800",50 - 60,600 - 700,Apr 2019
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-landed Properties,2,"4,500",80 - 90,800 - 900,Apr 2019
