Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
HILLBROOKS,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,550",100 - 110,"1,100 - 1,200",Apr 2019
HILLBROOKS,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,350",110 - 120,"1,200 - 1,300",Apr 2019
HILLCREST ARCADIA,ARCADIA ROAD,11,Non-landed Properties,1,"2,500",70 - 80,700 - 800,Apr 2019
HILLCREST ARCADIA,ARCADIA ROAD,11,Non-landed Properties,1,"1,900",40 - 50,400 - 500,Apr 2019
HILLCREST ARCADIA,ARCADIA ROAD,11,Non-landed Properties,1,"2,100",80 - 90,800 - 900,Apr 2019
HILLCREST ARCADIA,ARCADIA ROAD,11,Non-landed Properties,3,"3,900",150 - 160,"1,600 - 1,700",Apr 2019
HILLCREST PARK,GREENWOOD AVENUE,11,Semi-Detached House,NA,"9,000",260 - 270,"2,800 - 2,900",Apr 2019
HILLCREST PARK,HILLCREST ROAD,11,Terrace House,NA,"6,250",180 - 190,"1,900 - 2,000",Apr 2019
HILLCREST PARK,GREENWOOD AVENUE,11,Non-landed Properties,NA,"3,000",80 - 90,"900 - 1,000",Apr 2019
HILLCREST PARK,GREENVIEW CRESCENT,11,Detached House,NA,"10,000",290 - 300,"3,100 - 3,200",Apr 2019
HILLCREST PARK,HILLCREST ROAD,11,Semi-Detached House,NA,"6,300",270 - 280,"2,900 - 3,000",Apr 2019
HILLCREST PARK,GREENWOOD AVENUE,11,Semi-Detached House,NA,"7,500",230 - 240,"2,400 - 2,500",Apr 2019
HILLCREST VILLA,HILLCREST ROAD,11,Terrace House,NA,"6,800",280 - 290,"3,000 - 3,100",Apr 2019
HILLCREST VILLA,HILLCREST ROAD,11,Terrace House,NA,"7,100",280 - 290,"3,000 - 3,100",Apr 2019
HILLCREST VILLA,HILLCREST ROAD,11,Terrace House,NA,"8,500",290 - 300,"3,100 - 3,200",Apr 2019
HILLINGTON GREEN,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,800",120 - 130,"1,200 - 1,300",Apr 2019
HILLINGTON GREEN,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,500",120 - 130,"1,200 - 1,300",Apr 2019
HILLINGTON GREEN,HILLVIEW AVENUE,23,Non-landed Properties,4,"3,700",150 - 160,"1,600 - 1,700",Apr 2019
HILLINGTON GREEN,HILLVIEW AVENUE,23,Non-landed Properties,3,"3,000",110 - 120,"1,200 - 1,300",Apr 2019
HILLINGTON GREEN,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,800",130 - 140,"1,400 - 1,500",Apr 2019
HILLINGTON GREEN,HILLVIEW AVENUE,23,Non-landed Properties,2,"2,200",80 - 90,"900 - 1,000",Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,700",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,5,"7,500",290 - 300,"3,100 - 3,200",Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,2,"2,400",60 - 70,700 - 800,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,868",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,4,"4,100",130 - 140,"1,400 - 1,500",Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,2,"2,350",60 - 70,700 - 800,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,700",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,800",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,900",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,850",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"2,000",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"2,100",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"2,000",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,800",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,900",50 - 60,500 - 600,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,2,"2,400",60 - 70,700 - 800,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,800",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"1,900",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,NA,"2,150",40 - 50,400 - 500,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,2,"2,400",60 - 70,700 - 800,Apr 2019
HILLION RESIDENCES,JELEBU ROAD,23,Non-landed Properties,2,"2,500",60 - 70,700 - 800,Apr 2019
HILLS TWOONE,HILLVIEW TERRACE,23,Non-landed Properties,2,"2,400",90 - 100,"900 - 1,000",Apr 2019
HILLS TWOONE,HILLVIEW TERRACE,23,Non-landed Properties,2,"1,900",50 - 60,500 - 600,Apr 2019
HILLSTA,PHOENIX ROAD,23,Non-landed Properties,NA,"1,800",40 - 50,500 - 600,Apr 2019
HILLSTA,PHOENIX ROAD,23,Non-landed Properties,2,"2,100",70 - 80,700 - 800,Apr 2019
HILLSTA,PHOENIX ROAD,23,Non-landed Properties,2,"2,100",70 - 80,700 - 800,Apr 2019
HILLSTA,PHOENIX ROAD,23,Non-landed Properties,NA,"1,800",50 - 60,600 - 700,Apr 2019
HILLTOPS,CAIRNHILL CIRCLE,09,Non-landed Properties,3,"8,000",160 - 170,"1,800 - 1,900",Apr 2019
HILLVIEW 128,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,100",90 - 100,"900 - 1,000",Apr 2019
HILLVIEW 128,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,300",80 - 90,"900 - 1,000",Apr 2019
HILLVIEW 128,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,200",80 - 90,"900 - 1,000",Apr 2019
HILLVIEW APARTMENTS,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,100",110 - 120,"1,200 - 1,300",Apr 2019
HILLVIEW APARTMENTS,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,500",120 - 130,"1,300 - 1,400",Apr 2019
HILLVIEW ESTATE,JALAN INTAN,23,Terrace House,NA,"2,600",130 - 140,"1,400 - 1,500",Apr 2019
HILLVIEW GREEN,HUME AVENUE,21,Non-landed Properties,3,"2,400",120 - 130,"1,300 - 1,400",Apr 2019
HILLVIEW GREEN,HUME AVENUE,21,Non-landed Properties,3,"2,700",130 - 140,"1,400 - 1,500",Apr 2019
HILLVIEW GREEN,HUME AVENUE,21,Non-landed Properties,3,"2,600",120 - 130,"1,300 - 1,400",Apr 2019
HILLVIEW HEIGHTS,HILLVIEW AVENUE,23,Non-landed Properties,2,"2,600",80 - 90,"900 - 1,000",Apr 2019
HILLVIEW HEIGHTS,HILLVIEW AVENUE,23,Non-landed Properties,4,"3,500",150 - 160,"1,600 - 1,700",Apr 2019
HILLVIEW HEIGHTS,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,700",110 - 120,"1,200 - 1,300",Apr 2019
HILLVIEW HEIGHTS,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,450",110 - 120,"1,200 - 1,300",Apr 2019
HILLVIEW HEIGHTS,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,250",110 - 120,"1,100 - 1,200",Apr 2019
HILLVIEW HEIGHTS,HILLVIEW AVENUE,23,Non-landed Properties,2,"2,200",90 - 100,"900 - 1,000",Apr 2019
HILLVIEW PARK,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,300",110 - 120,"1,200 - 1,300",Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,2,"2,300",80 - 90,800 - 900,Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,2,"2,300",80 - 90,800 - 900,Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,2,"2,150",80 - 90,800 - 900,Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,3,"2,500",100 - 110,"1,000 - 1,100",Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,2,"2,450",80 - 90,"900 - 1,000",Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,2,"2,000",80 - 90,800 - 900,Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,2,"2,200",80 - 90,800 - 900,Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,3,"2,600",100 - 110,"1,000 - 1,100",Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,2,"2,300",80 - 90,800 - 900,Apr 2019
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-landed Properties,2,"2,300",80 - 90,800 - 900,Apr 2019
HILLVIEW VILLAS,HILLVIEW CRESCENT,23,Terrace House,NA,"5,000",200 - 210,"2,200 - 2,300",Apr 2019
HOLLAND GARDENS,MOONBEAM WALK,10,Semi-Detached House,NA,"8,000",260 - 270,"2,800 - 2,900",Apr 2019
HOLLAND GARDENS,MOONBEAM TERRACE,10,Semi-Detached House,NA,"8,000",210 - 220,"2,300 - 2,400",Apr 2019
HOLLAND GEMS,TAMAN NAKHODA,10,Non-landed Properties,3,"4,502",160 - 170,"1,800 - 1,900",Apr 2019
HOLLAND GEMS,TAMAN NAKHODA,10,Non-landed Properties,3,"4,689",160 - 170,"1,800 - 1,900",Apr 2019
HOLLAND GREEN,HOLLAND GREEN,10,Detached House,NA,"12,500",370 - 380,"4,000 - 4,100",Apr 2019
HOLLAND GROVE,HOLLAND GROVE VIEW,10,Semi-Detached House,NA,"6,500",250 - 260,"2,700 - 2,800",Apr 2019
HOLLAND GROVE,HOLLAND GROVE VIEW,10,Semi-Detached House,NA,"7,000",250 - 260,"2,700 - 2,800",Apr 2019
HOLLAND HILL LODGE,HOLLAND HILL,10,Non-landed Properties,NA,"2,000",40 - 50,400 - 500,Apr 2019
HOLLAND HILL PARK,HOLLAND HILL,10,Non-landed Properties,3,"3,000",120 - 130,"1,200 - 1,300",Apr 2019
HOLLAND HILL PARK,HOLLAND HILL,10,Non-landed Properties,3,"3,500",130 - 140,"1,400 - 1,500",Apr 2019
HOLLAND PEAK,HOLLAND HILL,10,Non-landed Properties,3,"3,750",130 - 140,"1,400 - 1,500",Apr 2019
HOLLAND PEAK,HOLLAND HILL,10,Non-landed Properties,2,"2,600",90 - 100,"900 - 1,000",Apr 2019
HOLLAND PEAK,HOLLAND HILL,10,Non-landed Properties,1,"2,300",50 - 60,500 - 600,Apr 2019
HOLLAND PEAK,HOLLAND HILL,10,Non-landed Properties,3,"3,800",150 - 160,"1,600 - 1,700",Apr 2019
HOLLAND PEAK,HOLLAND HILL,10,Non-landed Properties,5,"6,600",240 - 250,"2,500 - 2,600",Apr 2019
HOLLAND PEAK,HOLLAND HILL,10,Non-landed Properties,3,"3,600",130 - 140,"1,400 - 1,500",Apr 2019
HOLLAND RESIDENCES,TAMAN WARNA,10,Non-landed Properties,3,"6,000",130 - 140,"1,400 - 1,500",Apr 2019
HOLLAND RESIDENCES,TAMAN WARNA,10,Non-landed Properties,3,"6,300",120 - 130,"1,300 - 1,400",Apr 2019
HOLLAND RESIDENCES,TAMAN WARNA,10,Non-landed Properties,3,"6,700",160 - 170,"1,700 - 1,800",Apr 2019
HOLLAND SUITES,HOLLAND ROAD,10,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Apr 2019
HOLLAND TOWER,HOLLAND HEIGHTS,10,Non-landed Properties,5,"4,200",140 - 150,"1,500 - 1,600",Apr 2019
HOLLAND VILLAGE,LORONG LIPUT,10,Non-landed Properties,NA,"6,500",90 - 100,"1,000 - 1,100",Apr 2019
HOLLYWOOD APARTMENTS,OXLEY RISE,09,Non-landed Properties,3,"2,380",80 - 90,"900 - 1,000",Apr 2019
HOLLYWOOD APARTMENTS,OXLEY RISE,09,Non-landed Properties,3,"2,800",80 - 90,"900 - 1,000",Apr 2019
HOLLYWOOD APARTMENTS,OXLEY RISE,09,Non-landed Properties,3,"2,100",80 - 90,"900 - 1,000",Apr 2019
HOLLYWOOD APARTMENTS,OXLEY RISE,09,Non-landed Properties,3,"2,600",80 - 90,"900 - 1,000",Apr 2019
HONG BUILDING,RANGOON ROAD,08,Non-landed Properties,NA,"3,400",110 - 120,"1,200 - 1,300",Apr 2019
HONG KONG PARK,HUA GUAN AVENUE,21,Semi-Detached House,NA,"8,000",330 - 340,"3,600 - 3,700",Apr 2019
HONG KONG PARK,STONE AVENUE,21,Semi-Detached House,NA,"5,800",220 - 230,"2,400 - 2,500",Apr 2019
HONOLULU TOWER,BUKIT TIMAH ROAD,10,Non-landed Properties,4,"9,200",430 - 440,"4,600 - 4,700",Apr 2019
HORIZON GARDENS,ANG MO KIO AVENUE 2,20,Terrace House,NA,"4,300",260 - 270,"2,800 - 2,900",Apr 2019
HORIZON RESIDENCES,PASIR PANJANG HILL,05,Non-landed Properties,3,"4,800",120 - 130,"1,300 - 1,400",Apr 2019
HORIZON RESIDENCES,PASIR PANJANG HILL,05,Non-landed Properties,2,"3,900",90 - 100,"1,000 - 1,100",Apr 2019
HORIZON TOWERS,LEONIE HILL,09,Non-landed Properties,4,"5,000",180 - 190,"2,000 - 2,100",Apr 2019
HORIZON TOWERS,LEONIE HILL,09,Non-landed Properties,4,"6,150",190 - 200,"2,000 - 2,100",Apr 2019
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-landed Properties,4,"6,500",200 - 210,"2,200 - 2,300",Apr 2019
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-landed Properties,4,"6,200",180 - 190,"2,000 - 2,100",Apr 2019
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-landed Properties,4,"6,700",190 - 200,"2,000 - 2,100",Apr 2019
HORIZON TOWERS,LEONIE HILL,09,Non-landed Properties,4,"6,100",190 - 200,"2,100 - 2,200",Apr 2019
HORIZON TOWERS,LEONIE HILL,09,Non-landed Properties,4,"6,500",200 - 210,"2,200 - 2,300",Apr 2019
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-landed Properties,4,"6,250",190 - 200,"2,000 - 2,100",Apr 2019
HOUGANG GREEN,BUANGKOK GREEN,19,Non-landed Properties,3,"2,400",100 - 110,"1,100 - 1,200",Apr 2019
HUME PARK I,HUME AVENUE,21,Non-landed Properties,3,"3,100",120 - 130,"1,300 - 1,400",Apr 2019
HUME PARK I,HUME AVENUE,21,Non-landed Properties,3,"2,100",80 - 90,"900 - 1,000",Apr 2019
HUME PARK I,HUME AVENUE,21,Non-landed Properties,3,"2,500",120 - 130,"1,300 - 1,400",Apr 2019
HUME PARK II,HUME AVENUE,21,Non-landed Properties,3,"2,600",110 - 120,"1,200 - 1,300",Apr 2019
HUME PARK II,HUME AVENUE,21,Non-landed Properties,4,"3,100",160 - 170,"1,700 - 1,800",Apr 2019
HUME PARK II,HUME AVENUE,21,Non-landed Properties,2,"2,150",90 - 100,"1,000 - 1,100",Apr 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,3,"3,900",120 - 130,"1,300 - 1,400",Apr 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,4,"4,800",130 - 140,"1,400 - 1,500",Apr 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,1,"2,000",40 - 50,400 - 500,Apr 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,3,"3,900",100 - 110,"1,100 - 1,200",Apr 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,2,"2,700",70 - 80,700 - 800,Apr 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,2,"2,800",70 - 80,700 - 800,Apr 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,2,"2,900",80 - 90,"900 - 1,000",Apr 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,3,"4,500",100 - 110,"1,100 - 1,200",Apr 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,3,"3,600",120 - 130,"1,300 - 1,400",Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,600",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,500",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,330",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,800",80 - 90,"900 - 1,000",Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,600",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,300",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,700",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,300",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,200",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,150",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,200",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,250",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"4,000",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,200",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,700",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,500",50 - 60,600 - 700,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,400",50 - 60,600 - 700,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,050",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,000",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,100",80 - 90,"900 - 1,000",Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,250",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,200",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,000",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,000",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,050",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,300",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,750",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,500",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,100",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,800",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"4,300",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"2,850",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,500",80 - 90,"900 - 1,000",Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,700",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,800",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,600",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,500",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,000",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,000",80 - 90,"900 - 1,000",Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,000",50 - 60,500 - 600,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,000",80 - 90,800 - 900,Apr 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,500",90 - 100,"900 - 1,000",Apr 2019
IDYLLIC EAST,UPPER EAST COAST ROAD,16,Non-landed Properties,1,"1,950",60 - 70,600 - 700,Apr 2019
IDYLLIC RESIDENCES,LORONG M TELOK KURAU,15,Non-landed Properties,2,"2,500",100 - 110,"1,000 - 1,100",Apr 2019
IDYLLIC SUITES,LORONG 30 GEYLANG,14,Non-landed Properties,2,"1,950",50 - 60,500 - 600,Apr 2019
IDYLLIC SUITES,LORONG 30 GEYLANG,14,Non-landed Properties,1,"1,800",30 - 40,400 - 500,Apr 2019
IDYLLIC SUITES,LORONG 30 GEYLANG,14,Non-landed Properties,1,"1,900",40 - 50,400 - 500,Apr 2019
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-landed Properties,2,"3,800",60 - 70,700 - 800,Apr 2019
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-landed Properties,2,"3,800",60 - 70,700 - 800,Apr 2019
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-landed Properties,NA,"2,500",40 - 50,400 - 500,Apr 2019
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-landed Properties,2,"4,050",60 - 70,700 - 800,Apr 2019
IMPERIAL HEIGHTS,IPOH LANE,15,Non-landed Properties,2,"2,000",50 - 60,500 - 600,Apr 2019
IMPERIAL HEIGHTS,IPOH LANE,15,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Apr 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"3,500",80 - 90,"900 - 1,000",Apr 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"3,200",80 - 90,"900 - 1,000",Apr 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,500",120 - 130,"1,300 - 1,400",Apr 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,500",130 - 140,"1,400 - 1,500",Apr 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"5,000",130 - 140,"1,400 - 1,500",Apr 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"2,251",120 - 130,"1,300 - 1,400",Apr 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"3,505",80 - 90,"900 - 1,000",Apr 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,800",130 - 140,"1,400 - 1,500",Apr 2019
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,400",90 - 100,"900 - 1,000",Apr 2019
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,4,"5,000",230 - 240,"2,500 - 2,600",Apr 2019
ISLAND GARDENS,ISLAND GARDENS WALK,20,Terrace House,NA,"6,800",360 - 370,"3,900 - 4,000",Apr 2019
ISLAND GARDENS,ISLAND GARDENS WALK,20,Terrace House,NA,"2,900",190 - 200,"2,100 - 2,200",Apr 2019
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,4,"6,000",240 - 250,"2,600 - 2,700",Apr 2019
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"7,350",270 - 280,"2,900 - 3,000",Apr 2019
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,3,"2,500",90 - 100,"900 - 1,000",Apr 2019
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"2,000",50 - 60,600 - 700,Apr 2019
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,500",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,700",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,900",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,700",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,500",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,450",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",130 - 140,"1,400 - 1,500",Apr 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",130 - 140,"1,400 - 1,500",Apr 2019
J C DRAYCOTT,DRAYCOTT DRIVE,10,Non-landed Properties,2,"2,700",70 - 80,700 - 800,Apr 2019
J C DRAYCOTT,DRAYCOTT DRIVE,10,Non-landed Properties,3,"3,000",90 - 100,"1,000 - 1,100",Apr 2019
J C DRAYCOTT,DRAYCOTT DRIVE,10,Non-landed Properties,3,"3,300",90 - 100,"1,000 - 1,100",Apr 2019
J C DRAYCOTT,DRAYCOTT DRIVE,10,Non-landed Properties,2,"2,800",80 - 90,"900 - 1,000",Apr 2019
J C DRAYCOTT,DRAYCOTT DRIVE,10,Non-landed Properties,2,"2,900",80 - 90,"900 - 1,000",Apr 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,3,"4,000",80 - 90,"900 - 1,000",Apr 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,3,"4,050",80 - 90,800 - 900,Apr 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,300",40 - 50,500 - 600,Apr 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,500",50 - 60,500 - 600,Apr 2019
